customer_id,customer_name,segment,product,month,budgeted_units,budgeted_unit_price,budgeted_revenue,budgeted_cogs,budgeted_gross_profit
C-025,Customer 25,Mid-Market,SKU-B,12,29,800,23200,13920.0,9280.0
C-025,Customer 25,Mid-Market,SKU-C,12,14,3500,49000,22050.0,26950.0
C-025,Customer 25,Mid-Market,SKU-F,12,16,600,9600,6720.0,2880.0
C-026,Customer 26,Enterprise,SKU-C,1,56,3500,196000,88200.0,107800.0
C-026,Customer 26,Enterprise,SKU-A,1,27,1200,32400,17820.0,14580.0
C-026,Customer 26,Enterprise,SKU-C,2,56,3500,196000,88200.0,107800.0
C-026,Customer 26,Enterprise,SKU-A,2,27,1200,32400,17820.0,14580.0
C-026,Customer 26,Enterprise,SKU-C,3,53,3500,185500,83475.0,102025.0
C-026,Customer 26,Enterprise,SKU-A,3,27,1200,32400,17820.0,14580.0
C-026,Customer 26,Enterprise,SKU-C,4,55,3500,192500,86625.0,105875.0
C-026,Customer 26,Enterprise,SKU-A,4,27,1200,32400,17820.0,14580.0
C-026,Customer 26,Enterprise,SKU-C,5,55,3500,192500,86625.0,105875.0
C-026,Customer 26,Enterprise,SKU-A,5,25,1200,30000,16500.0,13500.0
C-026,Customer 26,Enterprise,SKU-C,6,53,3500,185500,83475.0,102025.0
C-026,Customer 26,Enterprise,SKU-A,6,27,1200,32400,17820.0,14580.0
C-026,Customer 26,Enterprise,SKU-C,7,58,3500,203000,91350.0,111650.0
C-026,Customer 26,Enterprise,SKU-A,7,26,1200,31200,17160.0,14040.0
C-026,Customer 26,Enterprise,SKU-C,8,54,3500,189000,85050.0,103950.0
C-026,Customer 26,Enterprise,SKU-A,8,26,1200,31200,17160.0,14040.0
C-026,Customer 26,Enterprise,SKU-C,9,57,3500,199500,89775.0,109725.0
C-026,Customer 26,Enterprise,SKU-A,9,26,1200,31200,17160.0,14040.0
C-026,Customer 26,Enterprise,SKU-C,10,53,3500,185500,83475.0,102025.0
C-026,Customer 26,Enterprise,SKU-A,10,26,1200,31200,17160.0,14040.0
C-026,Customer 26,Enterprise,SKU-C,11,58,3500,203000,91350.0,111650.0
C-026,Customer 26,Enterprise,SKU-A,11,26,1200,31200,17160.0,14040.0
C-026,Customer 26,Enterprise,SKU-C,12,56,3500,196000,88200.0,107800.0
C-026,Customer 26,Enterprise,SKU-A,12,27,1200,32400,17820.0,14580.0
C-027,Customer 27,Enterprise,SKU-F,1,12,600,7200,5040.0,2160.0
C-027,Customer 27,Enterprise,SKU-F,2,13,600,7800,5460.0,2340.0
C-027,Customer 27,Enterprise,SKU-F,3,12,600,7200,5040.0,2160.0
C-027,Customer 27,Enterprise,SKU-F,4,12,600,7200,5040.0,2160.0
C-027,Customer 27,Enterprise,SKU-F,5,13,600,7800,5460.0,2340.0
C-027,Customer 27,Enterprise,SKU-F,6,13,600,7800,5460.0,2340.0
C-027,Customer 27,Enterprise,SKU-F,7,12,600,7200,5040.0,2160.0
C-027,Customer 27,Enterprise,SKU-F,8,12,600,7200,5040.0,2160.0
C-027,Customer 27,Enterprise,SKU-F,9,12,600,7200,5040.0,2160.0
C-027,Customer 27,Enterprise,SKU-F,10,12,600,7200,5040.0,2160.0
C-027,Customer 27,Enterprise,SKU-F,11,13,600,7800,5460.0,2340.0
C-027,Customer 27,Enterprise,SKU-F,12,13,600,7800,5460.0,2340.0
C-028,Customer 28,Enterprise,SKU-C,1,13,3500,45500,20475.0,25025.0
C-028,Customer 28,Enterprise,SKU-C,2,14,3500,49000,22050.0,26950.0
C-028,Customer 28,Enterprise,SKU-C,3,13,3500,45500,20475.0,25025.0
C-028,Customer 28,Enterprise,SKU-C,4,14,3500,49000,22050.0,26950.0
C-028,Customer 28,Enterprise,SKU-C,5,14,3500,49000,22050.0,26950.0
C-028,Customer 28,Enterprise,SKU-C,6,13,3500,45500,20475.0,25025.0
C-028,Customer 28,Enterprise,SKU-C,7,13,3500,45500,20475.0,25025.0
C-028,Customer 28,Enterprise,SKU-C,8,13,3500,45500,20475.0,25025.0
C-028,Customer 28,Enterprise,SKU-C,9,14,3500,49000,22050.0,26950.0
C-028,Customer 28,Enterprise,SKU-C,10,13,3500,45500,20475.0,25025.0
C-028,Customer 28,Enterprise,SKU-C,11,13,3500,45500,20475.0,25025.0
C-028,Customer 28,Enterprise,SKU-C,12,14,3500,49000,22050.0,26950.0
C-029,Customer 29,Enterprise,SKU-B,1,46,800,36800,22080.0,14720.0
C-029,Customer 29,Enterprise,SKU-E,1,104,2000,208000,104000.0,104000.0
C-029,Customer 29,Enterprise,SKU-F,1,55,600,33000,23100.0,9900.0
C-029,Customer 29,Enterprise,SKU-B,2,46,800,36800,22080.0,14720.0
C-029,Customer 29,Enterprise,SKU-E,2,100,2000,200000,100000.0,100000.0
C-029,Customer 29,Enterprise,SKU-F,2,53,600,31800,22260.0,9540.0
C-029,Customer 29,Enterprise,SKU-B,3,46,800,36800,22080.0,14720.0
C-029,Customer 29,Enterprise,SKU-E,3,96,2000,192000,96000.0,96000.0
C-029,Customer 29,Enterprise,SKU-F,3,52,600,31200,21840.0,9360.0
C-029,Customer 29,Enterprise,SKU-B,4,46,800,36800,22080.0,14720.0
C-029,Customer 29,Enterprise,SKU-E,4,92,2000,184000,92000.0,92000.0
C-029,Customer 29,Enterprise,SKU-F,4,52,600,31200,21840.0,9360.0
C-029,Customer 29,Enterprise,SKU-B,5,46,800,36800,22080.0,14720.0
C-029,Customer 29,Enterprise,SKU-E,5,88,2000,176000,88000.0,88000.0
C-029,Customer 29,Enterprise,SKU-F,5,55,600,33000,23100.0,9900.0
C-029,Customer 29,Enterprise,SKU-B,6,46,800,36800,22080.0,14720.0
C-029,Customer 29,Enterprise,SKU-E,6,84,2000,168000,84000.0,84000.0
C-029,Customer 29,Enterprise,SKU-F,6,56,600,33600,23520.0,10080.0
C-029,Customer 29,Enterprise,SKU-B,7,89,800,71200,42720.0,28480.0
C-029,Customer 29,Enterprise,SKU-E,7,80,2000,160000,80000.0,80000.0
C-029,Customer 29,Enterprise,SKU-F,7,53,600,31800,22260.0,9540.0
C-029,Customer 29,Enterprise,SKU-B,8,91,800,72800,43680.0,29120.0
C-029,Customer 29,Enterprise,SKU-E,8,76,2000,152000,76000.0,76000.0
C-029,Customer 29,Enterprise,SKU-F,8,53,600,31800,22260.0,9540.0
C-029,Customer 29,Enterprise,SKU-B,9,93,800,74400,44640.0,29760.0
C-029,Customer 29,Enterprise,SKU-E,9,72,2000,144000,72000.0,72000.0
C-029,Customer 29,Enterprise,SKU-F,9,56,600,33600,23520.0,10080.0
C-029,Customer 29,Enterprise,SKU-B,10,95,800,76000,45600.0,30400.0
C-029,Customer 29,Enterprise,SKU-E,10,68,2000,136000,68000.0,68000.0
C-029,Customer 29,Enterprise,SKU-F,10,55,600,33000,23100.0,9900.0
C-029,Customer 29,Enterprise,SKU-B,11,97,800,77600,46560.0,31040.0
C-029,Customer 29,Enterprise,SKU-E,11,64,2000,128000,64000.0,64000.0
C-029,Customer 29,Enterprise,SKU-F,11,53,600,31800,22260.0,9540.0
C-029,Customer 29,Enterprise,SKU-B,12,99,800,79200,47520.0,31680.0
C-029,Customer 29,Enterprise,SKU-E,12,60,2000,120000,60000.0,60000.0
C-029,Customer 29,Enterprise,SKU-F,12,57,600,34200,23940.0,10260.0
C-030,Customer 30,Enterprise,SKU-D,1,13,450,5850,3802.5,2047.5
C-030,Customer 30,Enterprise,SKU-B,1,43,800,34400,20640.0,13760.0
C-030,Customer 30,Enterprise,SKU-D,2,12,450,5400,3510.0,1890.0
C-030,Customer 30,Enterprise,SKU-B,2,43,800,34400,20640.0,13760.0
C-030,Customer 30,Enterprise,SKU-D,3,12,450,5400,3510.0,1890.0
C-030,Customer 30,Enterprise,SKU-B,3,43,800,34400,20640.0,13760.0
C-030,Customer 30,Enterprise,SKU-D,4,12,450,5400,3510.0,1890.0
C-030,Customer 30,Enterprise,SKU-B,4,43,800,34400,20640.0,13760.0
C-030,Customer 30,Enterprise,SKU-D,5,14,450,6300,4095.0,2205.0
C-030,Customer 30,Enterprise,SKU-B,5,43,800,34400,20640.0,13760.0
C-030,Customer 30,Enterprise,SKU-D,6,12,450,5400,3510.0,1890.0
C-030,Customer 30,Enterprise,SKU-B,6,43,800,34400,20640.0,13760.0
C-030,Customer 30,Enterprise,SKU-D,7,11,450,4950,3217.5,1732.5
C-030,Customer 30,Enterprise,SKU-B,7,82,800,65600,39360.0,26240.0
C-030,Customer 30,Enterprise,SKU-D,8,12,450,5400,3510.0,1890.0
C-030,Customer 30,Enterprise,SKU-B,8,84,800,67200,40320.0,26880.0
C-030,Customer 30,Enterprise,SKU-D,9,12,450,5400,3510.0,1890.0
C-030,Customer 30,Enterprise,SKU-B,9,86,800,68800,41280.0,27520.0
C-030,Customer 30,Enterprise,SKU-D,10,19,450,8550,5557.5,2992.5
C-030,Customer 30,Enterprise,SKU-B,10,88,800,70400,42240.0,28160.0
C-030,Customer 30,Enterprise,SKU-D,11,24,450,10800,7020.0,3780.0
C-030,Customer 30,Enterprise,SKU-B,11,89,800,71200,42720.0,28480.0
C-030,Customer 30,Enterprise,SKU-D,12,28,450,12600,8190.0,4410.0
C-030,Customer 30,Enterprise,SKU-B,12,91,800,72800,43680.0,29120.0
C-031,Customer 31,Mid-Market,SKU-D,1,18,450,8100,5265.0,2835.0
C-031,Customer 31,Mid-Market,SKU-F,1,6,600,3600,2520.0,1080.0
C-031,Customer 31,Mid-Market,SKU-D,2,17,450,7650,4972.5,2677.5
C-031,Customer 31,Mid-Market,SKU-F,2,5,600,3000,2100.0,900.0
C-031,Customer 31,Mid-Market,SKU-D,3,17,450,7650,4972.5,2677.5
C-031,Customer 31,Mid-Market,SKU-F,3,5,600,3000,2100.0,900.0
C-031,Customer 31,Mid-Market,SKU-D,4,16,450,7200,4680.0,2520.0
C-031,Customer 31,Mid-Market,SKU-F,4,5,600,3000,2100.0,900.0
C-031,Customer 31,Mid-Market,SKU-D,5,17,450,7650,4972.5,2677.5
C-031,Customer 31,Mid-Market,SKU-F,5,5,600,3000,2100.0,900.0
C-031,Customer 31,Mid-Market,SKU-D,6,19,450,8550,5557.5,2992.5
C-031,Customer 31,Mid-Market,SKU-F,6,5,600,3000,2100.0,900.0
C-031,Customer 31,Mid-Market,SKU-D,7,16,450,7200,4680.0,2520.0
C-031,Customer 31,Mid-Market,SKU-F,7,6,600,3600,2520.0,1080.0
C-031,Customer 31,Mid-Market,SKU-D,8,18,450,8100,5265.0,2835.0
C-031,Customer 31,Mid-Market,SKU-F,8,6,600,3600,2520.0,1080.0
C-031,Customer 31,Mid-Market,SKU-D,9,17,450,7650,4972.5,2677.5
C-031,Customer 31,Mid-Market,SKU-F,9,5,600,3000,2100.0,900.0
C-031,Customer 31,Mid-Market,SKU-D,10,26,450,11700,7605.0,4095.0
C-031,Customer 31,Mid-Market,SKU-F,10,5,600,3000,2100.0,900.0
C-031,Customer 31,Mid-Market,SKU-D,11,33,450,14850,9652.5,5197.5
C-031,Customer 31,Mid-Market,SKU-F,11,6,600,3600,2520.0,1080.0
C-031,Customer 31,Mid-Market,SKU-D,12,39,450,17550,11407.5,6142.5
C-031,Customer 31,Mid-Market,SKU-F,12,5,600,3000,2100.0,900.0
C-032,Customer 32,Enterprise,SKU-D,1,46,450,20700,13455.0,7245.0
C-032,Customer 32,Enterprise,SKU-D,2,48,450,21600,14040.0,7560.0
C-032,Customer 32,Enterprise,SKU-D,3,42,450,18900,12285.0,6615.0
C-032,Customer 32,Enterprise,SKU-D,4,45,450,20250,13162.5,7087.5
C-032,Customer 32,Enterprise,SKU-D,5,53,450,23850,15502.5,8347.5
C-032,Customer 32,Enterprise,SKU-D,6,51,450,22950,14917.5,8032.5
C-032,Customer 32,Enterprise,SKU-D,7,49,450,22050,14332.5,7717.5
C-032,Customer 32,Enterprise,SKU-D,8,44,450,19800,12870.0,6930.0
C-032,Customer 32,Enterprise,SKU-D,9,50,450,22500,14625.0,7875.0
C-032,Customer 32,Enterprise,SKU-D,10,69,450,31050,20182.5,10867.5
C-032,Customer 32,Enterprise,SKU-D,11,87,450,39150,25447.5,13702.5
C-032,Customer 32,Enterprise,SKU-D,12,104,450,46800,30420.0,16380.0
C-033,Customer 33,Enterprise,SKU-B,1,18,800,14400,8640.0,5760.0
C-033,Customer 33,Enterprise,SKU-B,2,18,800,14400,8640.0,5760.0
C-033,Customer 33,Enterprise,SKU-B,3,18,800,14400,8640.0,5760.0
C-033,Customer 33,Enterprise,SKU-B,4,18,800,14400,8640.0,5760.0
C-033,Customer 33,Enterprise,SKU-B,5,18,800,14400,8640.0,5760.0
C-033,Customer 33,Enterprise,SKU-B,6,18,800,14400,8640.0,5760.0
C-033,Customer 33,Enterprise,SKU-B,7,34,800,27200,16320.0,10880.0
C-033,Customer 33,Enterprise,SKU-B,8,35,800,28000,16800.0,11200.0
C-033,Customer 33,Enterprise,SKU-B,9,36,800,28800,17280.0,11520.0
C-033,Customer 33,Enterprise,SKU-B,10,36,800,28800,17280.0,11520.0
C-033,Customer 33,Enterprise,SKU-B,11,37,800,29600,17760.0,11840.0
C-033,Customer 33,Enterprise,SKU-B,12,38,800,30400,18240.0,12160.0
