customer_id,product,channel,segment,seats_initial,renewal_month,discount_pct,acquisition_week,acquisition_date,rep_id,status
CUST-0598,Product 8,Strategic,Enterprise,267,9,0.1705,11,2024-09-09,REP-024,active
CUST-0599,Product 6,Direct Sales,Mid-Market,48,9,0.1989,12,2024-09-16,REP-001,active
CUST-0600,Product 6,Direct Sales,Enterprise,118,9,0.1651,12,2024-09-16,REP-005,active
CUST-0601,Product 2,Partner,Mid-Market,32,9,0.1384,12,2024-09-16,REP-010,active
CUST-0602,Product 1,Inside Sales,SMB,5,9,0.0991,12,2024-09-16,REP-017,active
CUST-0603,Product 8,Self-Serve,SMB,1,9,0,12,2024-09-16,REP-019,active
CUST-0604,Product 3,Self-Serve,SMB,1,9,0,12,2024-09-16,REP-019,active
CUST-0605,Product 1,Self-Serve,SMB,1,9,0,12,2024-09-16,REP-018,active
CUST-0606,Product 2,Self-Serve,SMB,1,9,0,12,2024-09-16,REP-019,active
CUST-0607,Product 5,Self-Serve,SMB,1,9,0,12,2024-09-16,REP-018,active
CUST-0608,Product 5,Self-Serve,SMB,1,9,0,12,2024-09-16,REP-020,active
CUST-0609,Product 7,Partner,SMB,5,9,0.1273,13,2024-09-23,REP-009,active
CUST-0610,Product 5,Inside Sales,SMB,4,9,0.0515,13,2024-09-23,REP-012,active
CUST-0611,Product 6,Self-Serve,SMB,1,9,0,14,2024-09-30,REP-020,active
CUST-0612,Product 5,Strategic,Enterprise,385,9,0.1685,14,2024-09-30,REP-024,active
CUST-0613,Product 6,Strategic,Enterprise,421,9,0.1825,14,2024-09-30,REP-023,active
CUST-0614,Product 6,Direct Sales,Mid-Market,48,10,0.1042,15,2024-10-07,REP-006,active
CUST-0615,Product 6,Direct Sales,Mid-Market,51,10,0.1669,15,2024-10-07,REP-005,active
CUST-0616,Product 6,Direct Sales,Enterprise,86,10,0.1225,15,2024-10-07,REP-002,active
CUST-0617,Product 2,Direct Sales,Mid-Market,29,10,0.0844,15,2024-10-07,REP-001,active
CUST-0618,Product 6,Partner,Mid-Market,12,10,0.1623,15,2024-10-07,REP-008,active
CUST-0619,Product 6,Partner,Mid-Market,35,10,0.1756,15,2024-10-07,REP-008,active
CUST-0620,Product 1,Partner,Enterprise,48,10,0.1607,15,2024-10-07,REP-010,active
CUST-0621,Product 6,Self-Serve,SMB,2,10,0,15,2024-10-07,REP-018,active
CUST-0622,Product 1,Direct Sales,Enterprise,154,10,0.1923,16,2024-10-14,REP-001,active
CUST-0623,Product 6,Direct Sales,Mid-Market,46,10,0.1932,16,2024-10-14,REP-002,active
CUST-0624,Product 2,Direct Sales,Enterprise,183,10,0.1168,16,2024-10-14,REP-002,active
CUST-0625,Product 6,Direct Sales,Enterprise,75,10,0.1743,16,2024-10-14,REP-001,active
CUST-0626,Product 1,Inside Sales,Enterprise,22,10,0.0845,16,2024-10-14,REP-014,active
CUST-0627,Product 6,Inside Sales,Enterprise,27,10,0.0681,16,2024-10-14,REP-013,active
CUST-0628,Product 2,Inside Sales,SMB,6,10,0.1008,16,2024-10-14,REP-012,active
CUST-0629,Product 6,Inside Sales,Enterprise,27,10,0.0854,16,2024-10-14,REP-017,active
CUST-0630,Product 4,Inside Sales,SMB,5,10,0.0957,16,2024-10-14,REP-012,active
CUST-0631,Product 6,Inside Sales,SMB,6,10,0.07,16,2024-10-14,REP-011,active
CUST-0632,Product 1,Inside Sales,SMB,6,10,0.0833,16,2024-10-14,REP-012,active
CUST-0633,Product 7,Inside Sales,SMB,6,10,0.073,16,2024-10-14,REP-011,active
CUST-0634,Product 4,Self-Serve,SMB,1,10,0,16,2024-10-14,REP-018,active
CUST-0635,Product 6,Self-Serve,SMB,1,10,0,16,2024-10-14,REP-020,active
CUST-0636,Product 2,Self-Serve,SMB,1,10,0,16,2024-10-14,REP-020,active
CUST-0637,Product 5,Self-Serve,Mid-Market,4,10,0,16,2024-10-14,REP-020,active
CUST-0638,Product 1,Self-Serve,SMB,1,10,0,16,2024-10-14,REP-018,active
CUST-0639,Product 6,Self-Serve,SMB,1,10,0,16,2024-10-14,REP-019,active
CUST-0640,Product 2,Self-Serve,Mid-Market,7,10,0,17,2024-10-21,REP-018,active
CUST-0641,Product 6,Strategic,Enterprise,359,10,0.1784,17,2024-10-21,REP-022,active
CUST-0642,Product 6,Direct Sales,Mid-Market,44,10,0.145,18,2024-10-28,REP-004,active
CUST-0643,Product 1,Direct Sales,Enterprise,160,10,0.1731,18,2024-10-28,REP-006,active
CUST-0644,Product 6,Direct Sales,Mid-Market,19,10,0.1334,18,2024-10-28,REP-004,active
CUST-0645,Product 4,Partner,Enterprise,59,10,0.1829,18,2024-10-28,REP-010,active
CUST-0646,Product 6,Partner,SMB,8,10,0.1769,18,2024-10-28,REP-008,active
CUST-0647,Product 4,Partner,Mid-Market,10,10,0.1699,18,2024-10-28,REP-010,active
CUST-0648,Product 2,Self-Serve,Mid-Market,3,10,0,18,2024-10-28,REP-020,active
CUST-0649,Product 5,Self-Serve,SMB,2,10,0,18,2024-10-28,REP-019,active
CUST-0650,Product 6,Self-Serve,SMB,2,10,0,18,2024-10-28,REP-018,active
CUST-0651,Product 7,Self-Serve,SMB,1,10,0,18,2024-10-28,REP-018,active
CUST-0652,Product 6,Self-Serve,SMB,1,10,0,18,2024-10-28,REP-019,active
CUST-0653,Product 1,Self-Serve,SMB,1,10,0,18,2024-10-28,REP-019,active
CUST-0654,Product 3,Self-Serve,Mid-Market,6,10,0,18,2024-10-28,REP-020,active
CUST-0655,Product 2,Self-Serve,SMB,1,10,0,18,2024-10-28,REP-020,active
CUST-0656,Product 6,Self-Serve,SMB,1,10,0,18,2024-10-28,REP-020,active
CUST-0657,Product 7,Self-Serve,SMB,1,10,0,18,2024-10-28,REP-020,active
CUST-0658,Product 8,Strategic,Enterprise,570,10,0.1557,18,2024-10-28,REP-024,active
CUST-0659,Product 6,Inside Sales,Mid-Market,22,11,0.0693,19,2024-11-04,REP-011,active
CUST-0660,Product 2,Inside Sales,SMB,2,11,0.077,19,2024-11-04,REP-016,active
CUST-0661,Product 2,Inside Sales,Mid-Market,10,11,0.093,19,2024-11-04,REP-014,active
CUST-0662,Product 8,Inside Sales,SMB,4,11,0.1051,19,2024-11-04,REP-014,active
CUST-0663,Product 6,Inside Sales,SMB,5,11,0.0756,19,2024-11-04,REP-016,active
CUST-0664,Product 4,Self-Serve,SMB,1,11,0,19,2024-11-04,REP-020,active
CUST-0665,Product 4,Self-Serve,Mid-Market,5,11,0,19,2024-11-04,REP-020,active
CUST-0666,Product 1,Self-Serve,SMB,2,11,0,19,2024-11-04,REP-019,active
CUST-0667,Product 8,Strategic,Enterprise,573,11,0.2024,19,2024-11-04,REP-024,active
CUST-0668,Product 8,Direct Sales,Mid-Market,24,11,0.1551,20,2024-11-11,REP-001,active
CUST-0669,Product 8,Partner,Mid-Market,13,11,0.1746,20,2024-11-11,REP-010,active
CUST-0670,Product 1,Strategic,Enterprise,355,11,0.2023,20,2024-11-11,REP-024,active
CUST-0671,Product 8,Partner,SMB,7,11,0.1399,21,2024-11-18,REP-007,active
CUST-0672,Product 3,Partner,Mid-Market,18,11,0.1539,21,2024-11-18,REP-007,active
CUST-0673,Product 6,Self-Serve,Mid-Market,2,11,0,21,2024-11-18,REP-020,active
CUST-0674,Product 2,Self-Serve,SMB,1,11,0,21,2024-11-18,REP-019,active
CUST-0675,Product 5,Self-Serve,SMB,1,11,0,21,2024-11-18,REP-020,active
CUST-0676,Product 2,Strategic,Enterprise,595,11,0.1564,21,2024-11-18,REP-023,active
CUST-0677,Product 6,Partner,Mid-Market,12,11,0.1858,22,2024-11-25,REP-009,active
CUST-0678,Product 6,Inside Sales,SMB,5,11,0.1029,22,2024-11-25,REP-017,active
CUST-0679,Product 1,Self-Serve,SMB,1,11,0,22,2024-11-25,REP-020,active
CUST-0680,Product 1,Strategic,Enterprise,293,11,0.1166,22,2024-11-25,REP-022,active
CUST-0681,Product 4,Direct Sales,Enterprise,51,12,0.158,23,2024-12-02,REP-004,active
CUST-0682,Product 4,Direct Sales,Enterprise,87,12,0.114,23,2024-12-02,REP-003,active
CUST-0683,Product 2,Self-Serve,SMB,1,12,0,23,2024-12-02,REP-019,active
CUST-0684,Product 4,Strategic,Enterprise,684,12,0.1524,23,2024-12-02,REP-022,active
CUST-0685,Product 4,Self-Serve,SMB,1,12,0,24,2024-12-09,REP-018,active
CUST-0686,Product 7,Self-Serve,Mid-Market,4,12,0,24,2024-12-09,REP-019,active
CUST-0687,Product 6,Self-Serve,Mid-Market,2,12,0,24,2024-12-09,REP-019,active
CUST-0688,Product 4,Self-Serve,SMB,1,12,0,24,2024-12-09,REP-018,active
CUST-0689,Product 2,Self-Serve,SMB,1,12,0,24,2024-12-09,REP-018,active
CUST-0690,Product 3,Self-Serve,SMB,2,12,0,24,2024-12-09,REP-018,active
CUST-0691,Product 6,Self-Serve,SMB,1,12,0,24,2024-12-09,REP-018,active
CUST-0692,Product 6,Partner,SMB,10,12,0.1444,25,2024-12-16,REP-009,active
CUST-0693,Product 8,Partner,Mid-Market,39,12,0.1581,25,2024-12-16,REP-010,active
CUST-0694,Product 6,Inside Sales,SMB,6,12,0.0619,25,2024-12-16,REP-012,active
CUST-0695,Product 2,Inside Sales,SMB,5,12,0.0565,25,2024-12-16,REP-012,active
CUST-0696,Product 3,Inside Sales,Mid-Market,7,12,0.0795,25,2024-12-16,REP-012,active
CUST-0697,Product 6,Inside Sales,SMB,6,12,0.1042,25,2024-12-16,REP-016,active
CUST-0698,Product 6,Inside Sales,Mid-Market,8,12,0.0688,25,2024-12-16,REP-013,active
CUST-0699,Product 6,Inside Sales,Mid-Market,11,12,0.0645,25,2024-12-16,REP-015,active
CUST-0700,Product 2,Partner,SMB,7,12,0.1424,26,2024-12-23,REP-009,active
CUST-0701,Product 8,Inside Sales,SMB,2,12,0.1163,26,2024-12-23,REP-012,active
CUST-0702,Product 2,Self-Serve,SMB,1,12,0,26,2024-12-23,REP-018,active
